537850[10471] 537888[12462] -1 -2  SUtility:22933
697220[1151] 705119[1674] 834862[1046] 836255[4188] -1 -2  SUtility:8059
852978[2617] -1 -2  SUtility:2617
853420[1046] -1 -2  SUtility:1046
567215[941] 854268[941] -1 -2  SUtility:1882
851099[680] 853925[418] 854354[832] 854504[523] 854527[1046] 854536[313] 854547[1360] 854579[313] 854585[261] 854600[313] 854802[941] 861455[941] -1 -2  SUtility:7941
680703[9424] -1 -2  SUtility:9424
853327[4188] -1 -2  SUtility:4188
854264[1674] 854268[941] -1 -2  SUtility:2615
819577[680] 854300[732] -1 -2  SUtility:1412
853730[1570] 853767[1046] -1 -2  SUtility:2616
829730[2303] -1 -2  SUtility:2303
643934[6282] -1 -2  SUtility:6282
541473[13509] -1 -2  SUtility:13509
567215[941] 567329[837] 854358[1360] -1 -2  SUtility:3138
716924[4711] 849245[418] -1 -2  SUtility:5129
853732[1046] -1 -2  SUtility:1046
854345[4186] -1 -2  SUtility:4186
854227[3141] -1 854227[3141] -1 -2  SUtility:6282
537854[3141] -1 854212[1360] -1 -2  SUtility:4501
712242[523] 849003[2512] 854682[523] -1 -2  SUtility:3558
532906[2093] 548832[3664] 835004[2408] 853325[8376] 857210[10471] -1 -2  SUtility:27012
846993[10052] 854352[1360] 854536[313] -1 854352[1360] 854536[313] -1 -2  SUtility:13398
687685[1256] 687845[2092] 848315[2303] -1 -2  SUtility:5651
854264[837] 854335[837] 854358[1360] 854536[313] -1 -2  SUtility:3347
851152[3350] -1 -2  SUtility:3350
853094[4188] -1 -2  SUtility:4188
567329[837] 684785[1046] 819577[680] 853726[1046] 853852[313] 854268[941] 854300[732] 854579[313] -1 -2  SUtility:5908
851326[1046] -1 -2  SUtility:1046
563285[1989] 851326[1046] 853085[313] 853090[4188] -1 -2  SUtility:7536
854262[837] 854510[941] -1 -2  SUtility:1778
853094[4188] -1 567215[941] 567329[837] 852978[2617] 853767[1046] 854354[416] -1 -2  SUtility:10045
644339[5968] -1 -2  SUtility:5968
827020[4397] 854519[1252] -1 -2  SUtility:5649
578011[14556] -1 -2  SUtility:14556
853732[1046] 853735[1360] -1 -2  SUtility:2406
515847[18221] -1 515847[18221] -1 -2  SUtility:36442
854230[5235] 854300[732] -1 -2  SUtility:5967
854774[6282] -1 -2  SUtility:6282
684785[1046] 854264[837] 854549[523] -1 -2  SUtility:2406
850947[1046] -1 -2  SUtility:1046
848326[3664] -1 -2  SUtility:3664
853113[732] 854354[208] 854536[313] -1 850739[313] 854352[1360] -1 -2  SUtility:2926
684785[2092] 854352[1360] -1 -2  SUtility:3452
834882[1674] 853402[2617] -1 -2  SUtility:4291
567215[941] 567329[837] -1 -2  SUtility:1778
854343[2617] -1 -2  SUtility:2617
850765[2303] 853722[836] 853992[627] -1 -2  SUtility:3766
580424[4188] -1 -2  SUtility:4188
849132[9947] -1 -2  SUtility:9947
711785[4711] -1 -2  SUtility:4711
690781[2722] -1 -2  SUtility:2722
718372[2722] -1 -2  SUtility:2722
846372[2720] -1 -2  SUtility:2720
846001[449] 849012[2303] 853767[1046] -1 -2  SUtility:3798
853090[4188] 853096[5235] -1 853090[4188] 853096[5235] -1 -2  SUtility:18846
677615[2302] -1 -2  SUtility:2302
507492[626] 832375[520] 839999[397] 861498[3664] -1 -2  SUtility:5207
577591[7853] -1 -2  SUtility:7853
574825[627] 743515[7853] -1 -2  SUtility:8480
849775[2302] -1 849775[2302] -1 -2  SUtility:4604
835000[14658] -1 -2  SUtility:14658
687768[5235] -1 -2  SUtility:5235
555237[18745] -1 -2  SUtility:18745
690809[3978] 854358[1360] -1 -2  SUtility:5338
854716[1046] 854720[523] -1 -2  SUtility:1569
716714[680] 716746[554] -1 -2  SUtility:1234
567215[1882] 567329[1674] -1 -2  SUtility:3556
601040[11518] -1 -2  SUtility:11518
567333[837] 587182[1884] 684785[1046] 845958[240] 849198[1989] 850692[292] 850726[292] 851163[680] 851236[554] 853135[418] 853222[1046] 853237[523] 853242[418] 853846[177] 853852[313] 854298[732] -1 -2  SUtility:11441
748310[2303] -1 -2  SUtility:2303
687959[4188] -1 -2  SUtility:4188
850758[1674] -1 -2  SUtility:1674
854300[732] 854547[1360] -1 -2  SUtility:2092
854298[732] 854358[1360] 861455[941] -1 -2  SUtility:3033
601197[22934] -1 601197[22934] -1 -2  SUtility:45868
854583[2512] -1 854583[2512] -1 -2  SUtility:5024
852980[732] 853077[3664] -1 -2  SUtility:4396
829777[4397] -1 -2  SUtility:4397
716982[7851] -1 -2  SUtility:7851
849807[3769] -1 -2  SUtility:3769
676480[10471] -1 -2  SUtility:10471
854298[732] -1 -2  SUtility:732
853362[418] 854733[941] -1 -2  SUtility:1359
714755[941] 854815[837] 854823[1046] 854836[261] 854838[941] -1 854815[837] -1 854770[837] -1 -2  SUtility:5700
540014[19792] -1 -2  SUtility:19792
853735[1360] 854527[1046] 854600[313] -1 -2  SUtility:2719
853713[837] -1 -2  SUtility:837
836827[6596] 846391[1151] 854343[2617] -1 -2  SUtility:10364
853113[1464] 854352[1360] 854536[313] 854577[3140] -1 -2  SUtility:6277
567215[941] 567329[837] 854264[837] 854268[941] -1 -2  SUtility:3556
696751[3664] -1 -2  SUtility:3664
567329[837] -1 567215[941] 567327[941] 567333[837] 684785[1046] -1 -2  SUtility:4602
849327[9947] -1 -2  SUtility:9947
552106[2826] 714755[941] 850420[1046] 854532[837] 854823[1046] -1 -2  SUtility:6696
854300[732] 854504[1046] -1 -2  SUtility:1778
853735[1360] -1 -2  SUtility:1360
567215[941] -1 -2  SUtility:941
832602[2216] 854110[20839] -1 -2  SUtility:23055
553533[449] 716671[449] 853413[795] -1 -2  SUtility:1693
685797[2722] 854519[626] -1 -2  SUtility:3348
854268[941] -1 854358[1360] -1 -2  SUtility:2301
567215[941] 567329[837] 854264[837] 854268[941] -1 -2  SUtility:3556
667857[554] 844342[554] 844345[889] 853471[627] -1 -2  SUtility:2624
558997[1256] -1 -2  SUtility:1256
854515[732] 854534[1570] 854538[1046] 854579[313] -1 -2  SUtility:3661
686864[1046] 686879[1046] -1 -2  SUtility:2092
853090[4188] -1 -2  SUtility:4188
819577[680] 819740[784] 854300[732] 854547[1360] 854579[313] 854585[522] -1 -2  SUtility:4391
848658[1151] 853767[1046] 854300[732] 854534[1570] -1 -2  SUtility:4499
753588[5235] 753627[17382] 853227[554] 854300[732] 854517[1360] -1 -2  SUtility:25263
854298[732] 854583[1256] -1 -2  SUtility:1988
854532[837] 854538[1046] -1 -2  SUtility:1883
857830[13509] -1 -2  SUtility:13509
850282[2302] -1 -2  SUtility:2302
677395[16650] -1 -2  SUtility:16650
839150[3141] 853705[523] 853724[1046] 854358[1360] -1 -2  SUtility:6070
533707[2093] -1 -2  SUtility:2093
596084[22828] 596086[9424] -1 -2  SUtility:32252
652216[1360] 850945[732] -1 -2  SUtility:2092
578011[14556] -1 -2  SUtility:14556
854230[5235] 854737[313] -1 -2  SUtility:5548
861498[3664] -1 839999[794] -1 840001[794] -1 -2  SUtility:5252
851757[1464] 854722[1254] 854735[1254] 854737[626] -1 -2  SUtility:4598
854230[5235] 854551[1570] -1 -2  SUtility:6805
853705[523] -1 -2  SUtility:523
854352[1360] 854577[1570] -1 -2  SUtility:2930
705991[7643] 851287[449] -1 -2  SUtility:8092
854733[1882] 854819[523] -1 -2  SUtility:2405
853081[523] -1 -2  SUtility:523
853698[837] 853730[1570] -1 -2  SUtility:2407
854352[1360] -1 -2  SUtility:1360
744200[1360] 853760[7328] 854155[2093] -1 -2  SUtility:10781
718220[1884] -1 -2  SUtility:1884
853072[15603] -1 -2  SUtility:15603
516183[54350] -1 -2  SUtility:54350
853113[732] 854538[1046] -1 -2  SUtility:1778
853732[1046] -1 -2  SUtility:1046
853732[1046] -1 -2  SUtility:1046
675888[1046] 821022[1674] 849757[313] 853147[626] 853154[313] 854491[1360] 854536[313] -1 -2  SUtility:5645
545821[10891] -1 -2  SUtility:10891
854819[2615] -1 854819[2615] -1 -2  SUtility:5230
848326[3664] 851714[2931] -1 -2  SUtility:6595
851155[3350] -1 -2  SUtility:3350
840760[26075] -1 -2  SUtility:26075
853698[837] 853700[837] 853767[1046] -1 -2  SUtility:2720
644317[15603] -1 -2  SUtility:15603
848845[2303] 849284[889] 853722[418] 853767[1046] 854298[732] 854515[732] 854527[1046] 854538[1046] -1 -2  SUtility:8212
853244[732] -1 684762[1046] 854352[1360] 854354[208] 854536[313] -1 -2  SUtility:3659
857204[18848] -1 -2  SUtility:18848
846391[3453] -1 -2  SUtility:3453
684785[1046] 853700[837] 853767[1046] 854358[1360] -1 -2  SUtility:4289
567215[941] 567329[837] 684785[1046] 854264[837] 854549[523] -1 -2  SUtility:4184
854345[2093] -1 -2  SUtility:2093
862167[3088] -1 -2  SUtility:3088
850754[2303] 854075[732] 856098[72] -1 853222[554] -1 -2  SUtility:3661
861498[3664] -1 -2  SUtility:3664
853767[1046] -1 -2  SUtility:1046
854210[1046] 854257[1046] -1 -2  SUtility:2092
820760[406] 854300[732] 854335[837] -1 -2  SUtility:1975
687475[2093] 854230[5235] 857167[1046] -1 -2  SUtility:8374
712235[11414] -1 -2  SUtility:11414
850947[1046] 853420[2092] -1 -2  SUtility:3138
832657[6909] 852987[1151] -1 -2  SUtility:8060
567327[941] 567333[837] 684785[1046] 837494[1674] 853728[1360] 853735[1360] 853992[627] 854300[2928] -1 -2  SUtility:10773
514317[2617] 516020[2303] -1 -2  SUtility:4920
854210[1046] 854221[732] 854298[732] 854300[732] 854354[416] 854504[523] 854536[626] -1 -2  SUtility:4807
540597[2512] -1 -2  SUtility:2512
677688[5234] -1 -2  SUtility:5234
853113[732] 853244[732] 854352[1360] 854536[313] -1 -2  SUtility:3137
854515[732] 854532[837] -1 -2  SUtility:1569
847405[2508] -1 -2  SUtility:2508
847402[2928] -1 -2  SUtility:2928
854230[5235] -1 854230[5235] -1 -2  SUtility:10470
567215[941] 567329[837] -1 -2  SUtility:1778
684785[1046] 853113[732] 853855[1360] 853930[627] 854352[1360] 854517[1360] 854536[313] -1 -2  SUtility:6798
847790[37594] -1 -2  SUtility:37594
853754[8377] 854774[6282] -1 -2  SUtility:14659
849807[3769] 853420[1046] -1 -2  SUtility:4815
854221[732] 854356[416] 854699[1464] 854838[941] 854855[1046] -1 -2  SUtility:4599
848658[1151] 854517[1360] 854527[1046] 854532[837] -1 -2  SUtility:4394
853102[2720] 854300[732] 854517[1360] 854534[1570] 854536[313] 854579[313] 854785[1464] -1 -2  SUtility:8472
853424[3141] -1 853424[3141] -1 -2  SUtility:6282
846432[554] 846468[554] 848305[1151] 853113[732] 853364[837] 853735[1360] 854300[1464] 854735[627] -1 -2  SUtility:7279
684785[1046] 854534[1570] 854585[261] -1 -2  SUtility:2877
577334[2617] -1 -2  SUtility:2617
697522[1884] 762562[837] 764026[833] 853420[2092] 853422[836] -1 -2  SUtility:6482
853282[4188] -1 -2  SUtility:4188
558997[1256] -1 -2  SUtility:1256
687845[1046] 846391[1151] -1 -2  SUtility:2197
639470[29112] -1 -2  SUtility:29112
853096[5235] -1 -2  SUtility:5235
853113[732] 854352[1360] 854536[313] -1 -2  SUtility:2405
658154[2302] -1 -2  SUtility:2302
567215[941] 567329[837] -1 -2  SUtility:1778
848746[2512] -1 -2  SUtility:2512
853762[5235] -1 -2  SUtility:5235
854819[523] 854857[418] -1 -2  SUtility:941
854300[732] 854536[313] 854579[313] -1 -2  SUtility:1358
652949[6282] -1 652949[6282] -1 -2  SUtility:12564
640240[15184] -1 -2  SUtility:15184
697128[1570] 697741[1256] 709630[680] 819742[1151] 848324[2408] 849057[837] 849342[1046] -1 -2  SUtility:8948
540072[4185] -1 -2  SUtility:4185
850771[1989] 853767[1046] 854527[1046] 854585[261] -1 -2  SUtility:4342
695086[4816] -1 -2  SUtility:4816
819577[680] 850741[313] 854300[732] 854579[313] -1 -2  SUtility:2038
845583[523] 850942[941] 850949[2720] 853420[2092] 854549[523] -1 -2  SUtility:6799
711524[6282] -1 -2  SUtility:6282
853100[1674] 853102[8160] -1 -2  SUtility:9834
853072[15603] -1 -2  SUtility:15603
543095[7536] 849434[8377] 859409[941] -1 -2  SUtility:16854
854210[1046] -1 -2  SUtility:1046
853102[1360] 854785[732] -1 -2  SUtility:2092
567215[941] 567329[837] 853735[1360] -1 -2  SUtility:3138
701787[21886] 850285[1465] -1 -2  SUtility:23351
644159[2512] -1 -2  SUtility:2512
850949[1360] -1 -2  SUtility:1360
567327[941] 567333[837] 684785[1046] 854352[1360] 861498[3664] -1 -2  SUtility:7848
533020[2511] -1 -2  SUtility:2511
844327[554] 844330[1151] 844332[1465] 848326[3664] 853762[5235] -1 -2  SUtility:12069
684762[1046] 853726[1046] -1 684762[1046] 853726[1046] -1 -2  SUtility:4184
853282[4188] -1 -2  SUtility:4188
853102[2720] 859218[1570] -1 829790[1360] -1 -2  SUtility:5650
829730[2303] 849357[345] 850739[313] 850741[313] 853113[732] 853244[732] 853855[1360] 854534[1570] 854536[313] 854579[313] 854585[261] -1 -2  SUtility:8555
853077[3664] -1 -2  SUtility:3664
986133[6806] -1 -2  SUtility:6806
675888[1046] -1 -2  SUtility:1046
687970[2408] 696740[16650] -1 -2  SUtility:19058
853848[1360] 854358[1360] -1 -2  SUtility:2720
580291[2722] 846385[5549] -1 -2  SUtility:8271
853887[1570] 854358[1360] -1 842590[3556] -1 -2  SUtility:6486
744644[523] 837813[1884] 854354[208] -1 -2  SUtility:2615
687845[1046] 854352[1360] -1 -2  SUtility:2406
691634[728] 714755[941] 744432[1046] 759871[941] 759910[728] 760075[728] 767752[941] 825991[1042] 842605[1036] 843485[2722] 843520[1256] 844310[816] 850754[2303] 854527[1046] 861485[1140] 862081[675] 862205[931] -1 -2  SUtility:19020
854583[1256] -1 687475[2093] -1 -2  SUtility:3349
848315[2303] -1 -2  SUtility:2303
853707[2093] 853730[1570] -1 -2  SUtility:3663
573305[2617] -1 -2  SUtility:2617
854300[732] 854579[313] -1 -2  SUtility:1045
826820[1151] -1 -2  SUtility:1151
846453[5750] -1 -2  SUtility:5750
853702[523] 853707[2093] 853767[1046] -1 -2  SUtility:3662
766437[728] -1 -2  SUtility:728
850291[345] -1 -2  SUtility:345
567215[941] 854358[1360] -1 -2  SUtility:2301
844394[3141] 854065[1046] -1 -2  SUtility:4187
854060[1046] 854065[1046] -1 -2  SUtility:2092
716118[1151] -1 -2  SUtility:1151
743367[1989] 854300[732] -1 -2  SUtility:2721
853094[4188] -1 -2  SUtility:4188
717247[889] 827002[2352] 853713[837] 853767[1046] -1 -2  SUtility:5124
853102[1360] 854787[523] 854840[1046] 854853[2093] 864880[1046] -1 -2  SUtility:6068
853735[1360] -1 -2  SUtility:1360
857830[16754] -1 -2  SUtility:16754
567215[941] 567327[941] 567329[837] 567333[837] -1 -2  SUtility:3556
645897[1256] -1 -2  SUtility:1256
854345[4186] -1 -2  SUtility:4186
850743[1989] -1 -2  SUtility:1989
645196[1570] -1 -2  SUtility:1570
853700[837] -1 -2  SUtility:837
853700[837] -1 -2  SUtility:837
686086[11414] 854257[1046] 854313[2617] 854341[2617] 854493[1570] 854575[1046] -1 -2  SUtility:20310
705991[7643] -1 -2  SUtility:7643
853930[627] 854495[627] 854545[523] -1 853728[1360] -1 -2  SUtility:3137
826662[6596] -1 -2  SUtility:6596
853327[4188] -1 -2  SUtility:4188
853094[4188] -1 -2  SUtility:4188
853724[1046] -1 -2  SUtility:1046
854547[1360] -1 -2  SUtility:1360
567327[941] -1 567327[941] -1 -2  SUtility:1882
700000[9424] 819410[1465] 829090[4188] -1 -2  SUtility:15077
850942[941] 853342[2093] 853420[1046] -1 -2  SUtility:4080
854716[1046] 854720[6276] -1 -2  SUtility:7322
836941[2216] -1 534211[2931] -1 -2  SUtility:5147
567327[1882] -1 -2  SUtility:1882
550398[20316] -1 -2  SUtility:20316
854227[3141] -1 -2  SUtility:3141
567215[941] 567329[837] 854358[1360] 854707[15603] -1 -2  SUtility:18741
853327[4188] -1 -2  SUtility:4188
567329[837] 850739[313] 853848[1360] 853855[1360] 854354[208] -1 -2  SUtility:4078
612751[627] -1 -2  SUtility:627
852987[1151] -1 -2  SUtility:1151
854300[732] 854517[1360] -1 -2  SUtility:2092
851326[1046] 853094[4188] 853105[1046] -1 -2  SUtility:6280
716982[3141] -1 -2  SUtility:3141
845489[1674] 853735[1360] -1 -2  SUtility:3034
716984[7851] 853732[1046] -1 716984[3978] 851326[1046] 853728[1360] 854358[1360] -1 -2  SUtility:16641
551909[2303] -1 -2  SUtility:2303
712124[680] 853724[1046] 853730[1570] -1 -2  SUtility:3296
854527[1046] -1 -2  SUtility:1046
854547[1360] 854579[313] -1 -2  SUtility:1673
717777[3664] -1 -2  SUtility:3664
853100[3348] 854785[1464] 854840[1046] 855016[1046] -1 -2  SUtility:6904
531659[7853] -1 -2  SUtility:7853
678104[4188] -1 -2  SUtility:4188
838094[680] 849082[627] 853677[2092] 853722[418] -1 -2  SUtility:3817
567329[837] 854268[941] -1 -2  SUtility:1778
567072[29112] -1 -2  SUtility:29112
700000[9424] 700002[6806] -1 -2  SUtility:16230
853113[3660] 854352[1360] 854354[416] 854536[626] 854577[1570] -1 -2  SUtility:7632
567215[941] 567329[837] 854264[837] 854268[941] 854545[523] 854549[523] -1 -2  SUtility:4602
853730[1570] -1 853702[523] -1 -2  SUtility:2093
821397[1151] 853735[1360] 853767[1046] 854300[732] 854358[1360] 854547[1360] 854579[313] -1 821397[1151] 853735[1360] 853767[1046] 854300[732] 854358[1360] 854547[1360] 854579[313] -1 -2  SUtility:14644
854729[4711] 861895[5235] -1 -2  SUtility:9946
852985[3348] -1 -2  SUtility:3348
853105[1046] -1 -2  SUtility:1046
820394[554] 853244[732] 853930[627] 854354[208] 854536[313] -1 -2  SUtility:2434
717798[5235] -1 -2  SUtility:5235
717800[5026] -1 -2  SUtility:5026
853072[15603] -1 -2  SUtility:15603
551583[88907] -1 551583[88907] -1 -2  SUtility:177814
844327[554] 844332[2930] -1 -2  SUtility:3484
561775[418] 687845[1046] 850739[313] 854257[1046] 854354[208] 854536[313] -1 -2  SUtility:3344
714755[1046] 853760[3664] 853762[5235] 854733[941] -1 -2  SUtility:10886
853735[2720] 854345[8372] 854733[1882] 855151[1046] -1 -2  SUtility:14020
835000[14658] -1 -2  SUtility:14658
854808[3558] -1 -2  SUtility:3558
567215[941] 853242[449] 854264[837] -1 -2  SUtility:2227
535051[1884] 579288[3350] 675888[1046] 834869[1151] 849314[889] 854489[1360] -1 -2  SUtility:9680
849807[3769] -1 -2  SUtility:3769
710101[1674] -1 -2  SUtility:1674
832394[130] 853460[1046] 855297[208] 855303[208] -1 -2  SUtility:1592
853090[4188] 856919[1042] -1 -2  SUtility:5230
826987[13192] 853340[1674] 853342[2093] -1 -2  SUtility:16959
658345[626] 837494[1674] 849742[1568] -1 -2  SUtility:3868
853735[1360] -1 -2  SUtility:1360
829265[3664] -1 -2  SUtility:3664
853720[2093] -1 -2  SUtility:2093
853732[1046] 854527[1046] -1 853732[1046] 854527[1046] -1 -2  SUtility:4184
696612[4397] -1 -2  SUtility:4397
684762[1046] 853930[627] -1 -2  SUtility:1673
849350[1046] -1 -2  SUtility:1046
861498[3664] -1 -2  SUtility:3664
853096[5235] -1 -2  SUtility:5235
684115[2617] 743352[940] 854080[1884] -1 -2  SUtility:5441
851146[2722] -1 550548[6806] -1 550548[6806] 851146[2722] -1 -2  SUtility:19056
850792[523] 853435[1046] -1 -2  SUtility:1569
854257[1046] -1 -2  SUtility:1046
853090[4188] 853094[4188] 853096[5235] 853105[1046] 853248[837] -1 -2  SUtility:15494
578283[2093] -1 -2  SUtility:2093
687895[6282] -1 -2  SUtility:6282
567327[941] 854262[1674] -1 -2  SUtility:2615
854300[732] 854538[1046] 854585[261] -1 -2  SUtility:2039
584962[19476] -1 -2  SUtility:19476
582942[5235] -1 -2  SUtility:5235
854579[313] 854585[261] -1 -2  SUtility:574
853263[1151] -1 -2  SUtility:1151
853891[8377] -1 -2  SUtility:8377
837288[416] -1 -2  SUtility:416
835000[18848] -1 -2  SUtility:18848
851125[1465] 853248[837] -1 -2  SUtility:2302
507365[5180] -1 -2  SUtility:5180
853102[2720] 854785[1464] 854787[1046] -1 -2  SUtility:5230
717331[3664] 851326[1046] 853698[837] 853730[1570] -1 -2  SUtility:7117
639622[12564] -1 -2  SUtility:12564
854515[732] 854517[1360] 854527[1046] -1 -2  SUtility:3138
854313[2617] -1 -2  SUtility:2617
537305[2512] 567404[1046] -1 -2  SUtility:3558
835694[2722] -1 -2  SUtility:2722
853730[1570] -1 -2  SUtility:1570
687475[2093] -1 -2  SUtility:2093
696676[10471] -1 -2  SUtility:10471
849082[627] 854223[2512] 854230[5235] -1 -2  SUtility:8374
580287[12462] -1 -2  SUtility:12462
854257[1046] -1 -2  SUtility:1046
854358[1360] -1 -2  SUtility:1360
510445[8377] -1 -2  SUtility:8377
854155[2093] -1 -2  SUtility:2093
854354[208] 854536[313] -1 -2  SUtility:521
854080[5652] -1 854080[5652] -1 -2  SUtility:11304
850945[732] 853420[2092] -1 -2  SUtility:2824
716654[2303] -1 -2  SUtility:2303
851326[1046] 853090[4188] 853096[10470] 854527[1046] -1 851326[1046] 853090[4188] 854527[1046] -1 -2  SUtility:23030
853244[732] 854174[1570] -1 687475[2093] 853735[1360] -1 -2  SUtility:5755
767617[837] -1 767617[837] -1 -2  SUtility:1674
820231[2302] -1 -2  SUtility:2302
697887[2930] -1 -2  SUtility:2930
583190[6282] -1 -2  SUtility:6282
684785[1046] 853726[1046] -1 -2  SUtility:2092
556216[1046] 849807[3769] -1 -2  SUtility:4815
853244[732] 854264[837] 854268[941] 854358[1360] -1 -2  SUtility:3870
854335[837] -1 854335[837] -1 -2  SUtility:1674
567329[837] 854352[1360] -1 -2  SUtility:2197
684942[345] 851131[680] 858734[6282] -1 -2  SUtility:7307
854080[1884] 854313[2617] -1 -2  SUtility:4501
699520[4711] 714723[7329] -1 -2  SUtility:12040
514293[4186] 514295[2617] 540125[1570] 584050[4702] 691790[12462] 700000[9424] 850945[1464] 853321[12564] 853340[3348] 853342[8372] -1 850947[2092] -1 -2  SUtility:62801
684762[1046] 853702[523] 854264[837] -1 -2  SUtility:2406
686864[1046] 714755[941] 854527[1046] 854733[941] 854819[523] -1 -2  SUtility:4497
819747[4397] -1 850932[4397] -1 -2  SUtility:8794
848795[2722] 850287[1884] -1 -2  SUtility:4606
544820[14556] 678790[16650] 850724[14556] -1 -2  SUtility:45762
853113[732] 854352[1360] 854536[626] 854577[3140] -1 -2  SUtility:5858
567329[837] 854268[941] 854579[313] 854585[261] -1 -2  SUtility:2352
648470[2931] 716577[2093] -1 -2  SUtility:5024
853702[523] 853767[1046] 854300[732] 854819[523] -1 -2  SUtility:2824
834901[3141] -1 834901[3141] -1 -2  SUtility:6282
567215[1882] 567329[1674] -1 -2  SUtility:3556
854352[1360] 854536[313] -1 854534[1570] -1 -2  SUtility:3243
854223[2512] 854583[7536] -1 854223[2512] 854583[7536] -1 -2  SUtility:20096
711537[6282] -1 711537[6282] -1 -2  SUtility:12564
533560[7120] -1 -2  SUtility:7120
832653[6282] -1 -2  SUtility:6282
711509[3141] -1 -2  SUtility:3141
646617[2617] 694105[3141] 853887[1570] -1 -2  SUtility:7328
536290[4502] 844400[889] -1 -2  SUtility:5391
712235[11414] -1 -2  SUtility:11414
853420[4184] -1 -2  SUtility:4184
853325[8376] -1 -2  SUtility:8376
711524[6282] -1 -2  SUtility:6282
854230[10470] -1 -2  SUtility:10470
851099[680] -1 -2  SUtility:680
567329[1674] -1 -2  SUtility:1674
554714[345] 556651[313] 567198[449] 851069[554] -1 -2  SUtility:1661
854358[1360] -1 -2  SUtility:1360
849807[3769] -1 -2  SUtility:3769
701787[24924] -1 -2  SUtility:24924
854230[5235] -1 -2  SUtility:5235
849057[837] -1 -2  SUtility:837
858680[2617] -1 -2  SUtility:2617
839596[3348] -1 -2  SUtility:3348
567215[941] 567329[837] 854230[5235] -1 -2  SUtility:7013
832602[1108] 832604[2303] -1 -2  SUtility:3411
716577[2093] -1 -2  SUtility:2093
695695[26075] -1 -2  SUtility:26075
717331[3664] -1 -2  SUtility:3664
718372[2722] -1 -2  SUtility:2722
853454[3768] 854795[3141] -1 -2  SUtility:6909
844327[554] 844330[1151] 854733[941] 854785[1464] -1 -2  SUtility:4110
854313[2617] 854575[1046] -1 -2  SUtility:3663
569729[1360] 685797[2722] 854080[1884] 854519[1878] -1 569729[1360] 685797[2722] 854080[1884] 854519[1878] -1 -2  SUtility:15688
854536[313] -1 820394[554] 853244[732] 854352[1360] -1 -2  SUtility:2959
567329[837] 853113[732] 854352[1360] -1 -2  SUtility:2929
853096[5235] 853105[1046] -1 -2  SUtility:6281
854300[732] -1 684762[1046] 854264[837] 854268[941] 854536[313] 854579[313] -1 -2  SUtility:4182
704182[9424] -1 -2  SUtility:9424
854345[2093] -1 -2  SUtility:2093
854352[1360] -1 -2  SUtility:1360
854313[2617] -1 -2  SUtility:2617
567215[941] 567327[941] 854358[1360] -1 -2  SUtility:3242
850765[2303] -1 -2  SUtility:2303
854330[837] -1 -2  SUtility:837
853848[1360] -1 -2  SUtility:1360
853454[1884] 854840[523] -1 -2  SUtility:2407
849807[3769] 854230[5235] 854300[732] -1 -2  SUtility:9736
567329[837] 567333[1674] 854146[2720] 854268[941] 854358[1360] -1 -2  SUtility:7532
854720[523] 854722[627] -1 -2  SUtility:1150
854583[2512] -1 -2  SUtility:2512
853102[1360] 854733[941] 854782[941] -1 -2  SUtility:3242
850942[941] 853420[2092] -1 -2  SUtility:3033
567327[941] 853855[1360] 853992[627] 854300[732] 854358[1360] -1 -2  SUtility:5020
853855[1360] 854495[627] -1 -2  SUtility:1987
853347[1878] -1 -2  SUtility:1878
853113[2928] 854352[2720] 854354[416] -1 -2  SUtility:6064
847255[2303] 853100[3348] 854358[1360] -1 -2  SUtility:7011
567215[941] -1 -2  SUtility:941
643891[2093] -1 643891[4186] -1 -2  SUtility:6279
853698[837] 854579[313] -1 -2  SUtility:1150
854313[2617] 854735[627] -1 -2  SUtility:3244
854547[1360] -1 -2  SUtility:1360
718220[1884] 849312[1989] -1 -2  SUtility:3873
854262[837] -1 -2  SUtility:837
646237[3141] 848746[2512] -1 848157[627] 849290[418] -1 -2  SUtility:6698
850743[1989] 850771[1989] -1 -2  SUtility:3978
644960[83671] 837275[7328] -1 644960[83671] 837275[7328] -1 644960[83671] 837275[7328] -1 644960[83671] 837275[7328] -1 -2  SUtility:363996
687475[2093] 687845[1046] 848315[2303] 854583[1256] -1 -2  SUtility:6698
834899[14556] -1 -2  SUtility:14556
848990[13400] -1 -2  SUtility:13400
850357[837] -1 -2  SUtility:837
848845[2303] 849344[1989] 851315[2303] -1 -2  SUtility:6595
849807[3769] 854515[732] -1 854536[313] -1 -2  SUtility:4814
839999[794] 840001[794] 861498[3664] -1 -2  SUtility:5252
839870[2080] -1 -2  SUtility:2080
853242[449] 854268[941] -1 -2  SUtility:1390
854300[732] 854579[626] -1 -2  SUtility:1358
853730[1570] 853735[1360] 853767[1046] 854174[1570] -1 -2  SUtility:5546
556212[3138] 850739[626] -1 -2  SUtility:3764
851326[1046] 852978[2617] 853090[4188] -1 -2  SUtility:7851
850947[1046] 851290[889] 853702[523] 853730[1570] -1 844342[313] 846072[627] 848849[1465] -1 -2  SUtility:6433
854547[1360] -1 -2  SUtility:1360
741170[728] 761380[837] 761675[627] 788011[837] 854217[1464] 854219[1882] 854600[626] -1 -2  SUtility:7001
567327[941] 567333[837] 853930[627] 854262[837] 854358[1360] 854510[941] -1 -2  SUtility:5543
