850743[1989] -1 -2  SUtility:1989
853072[15603] -1 -2  SUtility:15603
652216[1360] 853700[837] 853702[1569] 853713[837] 853730[1570] 854152[941] 854298[732] 854540[1570] -1 -2  SUtility:9416
 12795[5] -1 -2  SUtility:5
857830[14658] -1 -2  SUtility:14658
 33449[27] -1 -2  SUtility:27
587266[2092] 821407[732] 828965[732] -1 -2  SUtility:3556
827011[3141] -1 -2  SUtility:3141
1[2] -1 3[10] -1 11[6] -1 16[40] -1 24[10] -1 29[36] -1 34[15] -1 36[6] -1 39[21] -1 45[14] -1 52[5] -1 56[30] -1 61[5] -1 66[35] -1 70[9] -1 77[30] -1 85[8] -1 86[8] -1 90[8] -1 95[8] -1 101[12] -1 111[2] -1 116[32] -2 SUtility:352
851152[3141] -1 -2  SUtility:3141
851135[1046] -1 -2  SUtility:1046
1[6] -1 7[20] -1 10[16] -1 17[6] -1 24[16] -1 29[28] -1 34[5] -1 36[14] -1 38[1] -1 48[4] -1 53[8] -1 58[6] -1 59[8] -1 63[6] -1 69[10] -1 76[16] -1 85[4] -1 86[4] -1 90[3] -1 94[12] -1 102[12] -1 110[5] -1 116[40] -2 SUtility:250
820758[627] 852978[2617] 853105[1046] -1 -2  SUtility:4290
646276[5862] -1 -2  SUtility:5862
854789[2093] 855016[1046] -1 -2  SUtility:3139
551900[732] 551905[837] 556477[627] 832413[660] 832415[440] -1 -2  SUtility:3296
1[14] -1 6[42] -1 9[7] -1 17[2] -1 24[8] -1 31[24] -1 34[30] -1 36[6] -1 38[2] -1 48[1] -1 53[10] -1 58[1] -1 61[5] -1 66[40] -1 69[1] -1 76[20] -1 85[2] -1 86[5] -1 90[6] -1 94[24] -1 102[54] -1 110[35] -1 117[40] -2 SUtility:379
587266[2092] -1 -2  SUtility:2092
567215[941] 854735[627] -1 854737[313] -1 -2  SUtility:1881
1[6] -1 3[4] -1 11[54] -1 16[45] -1 24[8] -1 29[4] -1 34[25] -1 36[8] -1 39[24] -1 45[42] -1 52[7] -1 56[18] -1 61[10] -1 66[35] -1 70[6] -1 79[35] -1 85[16] -1 86[4] -1 90[3] -1 95[28] -1 101[8] -1 110[15] -1 114[15] -2 SUtility:420
587317[1674] 821307[990] -1 -2  SUtility:2664
853846[177] 853992[627] 854172[1046] -1 646617[2617] 853722[418] 853767[1046] 853887[1570] 854125[1360] 855730[198] 856353[864] 856357[542] 856364[186] -1 -2  SUtility:10651
821307[396] 821401[732] 826876[418] 826908[837] -1 -2  SUtility:2383
839339[3874] -1 -2  SUtility:3874
716671[418] 716714[1046] 851097[1046] 851131[627] 851163[627] 851165[941] 851579[418] -1 -2  SUtility:5123
711307[1046] 850947[1046] 853321[12564] 853420[2092] 853422[418] -1 -2  SUtility:17166
853435[1046] -1 853846[177] -1 -2  SUtility:1223
846391[2092] 851135[2092] 851150[3141] 851294[416] 851322[627] 853162[1046] -1 -2  SUtility:9414
853325[4188] -1 -2  SUtility:4188
2314[12] -1 8[6] -1 8249[6] -1 20[3] -1 8[8] -1 5049[1] -1 18[2] -1 1025[3] -1 1185[10] -1 6915[3] -1 71[2] -1 176[4] -1 64[2] -1 219[4] -1 1103[4] -1 256[15] -1 14[3] -1 275[6] -1 4186[1] -1 58[3] -1 71[6] -1 256[4] -1 470[1] -1 2227[12] -1 8[16] -1 4676[4] -1 18[9] -1 227[8] -1 4555[8] -1 13[8] -1 30[12] -1 71[4] -1 290[3] -1 754[2] -1 8[4] -1 870[4] -1 160[4] -1 275[3] -1 1357[24] -1 71[2] -1 994[3] -1 227[4] -1 357[1] -1 14[6] -1 266[3] -1 219[8] -1 3806[6] -1 3806[3] -1 71[4] -1 743[3] -1 318[8] -1 1000[8] -1 29[3] -1 75[3] -1 617[5] -1 90[10] -1 8092[5] -1 52[6] -1 20[6] -1 214[8] -1 8020[3] -1 39[10] -1 20[2] -1 214[6] -1 8608[8] -1 -2  SUtility:368
 12663[6] -1 -2  SUtility:6
567404[1570] 706445[5549] -1 -2  SUtility:7119
 18539[45] -1 18567[9] -1 -2  SUtility:54
 10291[5] -1 10299[12] -1 10307[6] -1 10315[1] -1 10319[3] -1 10837[40] -1 10845[2] -1 10849[18] -1 10861[8] -1 10881[18] -1 12463[20] -1 12467[16] -1 12471[9] -1 12483[9] -1 12487[12] -1 12491[24] -1 12495[50] -1 12527[18] -1 12547[6] -1 12607[3] -1 12611[6] -1 12615[36] -1 12621[12] -1 12627[14] -1 12631[15] -1 12687[2] -1 12695[6] -1 12699[36] -1 12703[8] -1 18827[18] -1 18831[30] -1 18863[32] -1 -2  SUtility:495
535094[1570] 840483[1674] -1 -2  SUtility:3244
 33449[6] -1 -2  SUtility:6
821277[6276] 821290[4184] 821292[1254] -1 -2  SUtility:11714
540768[1570] 714717[1465] 829045[1674] -1 -2  SUtility:4709
851152[3350] -1 -2  SUtility:3350
854836[261] 854842[261] 855016[1046] -1 -2  SUtility:1568
696897[3664] 698418[7328] -1 -2  SUtility:10992
854836[261] 854838[941] -1 855016[1046] -1 -2  SUtility:2248
560187[3140] 685795[2092] -1 -2  SUtility:5232
744265[9947] -1 -2  SUtility:9947
716930[5235] -1 -2  SUtility:5235
852978[2617] -1 -2  SUtility:2617
 12479[2] -1 -2  SUtility:2
678104[2931] 702933[627] 856353[576] -1 -2  SUtility:4134
 12431[28] -1 -2  SUtility:28
551898[1883] 646745[3978] -1 -2  SUtility:5861
 11[4] -1 6[35] -1 2[16] -1 -2  SUtility:55
828989[5235] -1 -2  SUtility:5235
714717[1465] 717022[2511] 853754[8377] -1 -2  SUtility:12353
 12659[8] -1 -2  SUtility:8
819509[889] -1 -2  SUtility:889
854853[2093] 864880[1046] -1 853100[1674] 854840[523] -1 -2  SUtility:5336
842450[1568] -1 -2  SUtility:1568
743367[1989] 853113[1464] -1 -2  SUtility:3453
1364[4] -1 263[20] -1 103[12] -1 1025[2] -1 75[2] -1 617[1] -1 52[2] -1 21[4] -1 3268[8] -1 39[1] -1 272[4] -1 8[3] -1 1244[3] -1 -2  SUtility:66
850612[1046] -1 -2  SUtility:1046
591588[13509] 851082[2093] 853246[313] 853325[4188] -1 -2  SUtility:20103
 10311[9] -1 -2  SUtility:9
850370[418] 853090[4188] -1 -2  SUtility:4606
781[1] -1 64[16] -1 641[1] -1 11[1] -1 6736[3] -1 71[5] -1 318[2] -1 17[18] -1 3824[3] -1 21[2] -1 8[5] -1 7114[10] -1 4502[6] -1 18[10] -1 2714[1] -1 5824[5] -1 1[2] -1 -2  SUtility:91
853094[4188] -1 853094[4188] -1 -2  SUtility:8376
 11[9] -1 6[40] -1 3[4] -1 -2  SUtility:53
639498[17698] -1 -2  SUtility:17698
 12621[18] -1 12723[12] -1 12727[28] -1 -2  SUtility:58
829053[1569] -1 -2  SUtility:1569
584907[4711] 644317[14137] -1 -2  SUtility:18848
 12819[3] -1 -2  SUtility:3
820773[1964] 850942[1882] 853218[2931] -1 -2  SUtility:6777
835004[2408] 850949[2720] 853338[5234] -1 -2  SUtility:10362
684942[345] 832602[554] -1 -2  SUtility:899
565623[1570] 844372[1360] 849764[836] 850942[941] -1 -2  SUtility:4707
670152[5235] 838512[5235] -1 -2  SUtility:10470
 11[1] -1 6[30] -1 3254[24] -1 1455[12] -1 6118[27] -1 2159[28] -1 2010[6] -1 3603[16] -1 1609[15] -1 5055[3] -1 3595[48] -1 3370[2] -1 2977[60] -1 3354[63] -1 7540[6] -1 4612[15] -1 -2  SUtility:356
 12835[10] -1 -2  SUtility:10
585397[4188] -1 -2  SUtility:4188
684942[313] 716654[2093] 716671[836] 716714[523] 716746[523] -1 -2  SUtility:4288
 12483[9] -1 -2  SUtility:9
852978[2617] 853094[4188] -1 -2  SUtility:6805
 12451[27] -1 -2  SUtility:27
853077[3664] -1 -2  SUtility:3664
1[8] -1 6[36] -1 10[18] -1 13[10] -1 23[45] -1 25[40] -1 34[45] -1 36[2] -1 38[1] -1 44[8] -1 52[2] -1 54[8] -1 59[8] -1 63[6] -1 67[12] -1 76[14] -1 85[2] -1 86[2] -1 90[10] -1 93[70] -1 98[15] -1 110[20] -1 113[7] -2 SUtility:389
706205[1988] -1 -2  SUtility:1988
550248[18745] -1 -2  SUtility:18745
717331[3455] -1 -2  SUtility:3455
821315[10470] -1 -2  SUtility:10470
828991[1570] -1 828991[1570] -1 -2  SUtility:3140
851152[3141] -1 -2  SUtility:3141
601040[4711] 601042[3141] -1 -2  SUtility:7852
537522[4711] 820844[2303] -1 -2  SUtility:7014
 6[15] -1 9058[45] -1 2143[4] -1 -2  SUtility:64
853094[4188] -1 -2  SUtility:4188
857551[5234] -1 -2  SUtility:5234
 12431[20] -1 12751[4] -1 12895[2] -1 18863[36] -1 -2  SUtility:62
861498[3664] -1 -2  SUtility:3664
850612[1046] -1 -2  SUtility:1046
853094[4188] 853096[5235] -1 -2  SUtility:9423
846119[889] 849010[261] 851742[1360] 853128[1674] -1 -2  SUtility:4184
835019[523] 836517[2303] 844394[5862] 845583[523] -1 -2  SUtility:9211
1[20] -1 1[2] -1 1[15] -1 388[5] -1 126[10] -1 2659[2] -1 160[5] -1 1366[4] -1 505[3] -1 71[24] -1 539[5] -1 3[2] -1 8[3] -1 2581[4] -1 20[5] -1 492[10] -1 8[6] -1 1143[2] -1 1944[4] -1 18[12] -1 8[8] -1 2658[3] -1 1769[4] -1 2780[3] -1 13[18] -1 227[4] -1 309[2] -1 345[16] -1 20[2] -1 7433[9] -1 5030[4] -1 219[15] -1 1103[4] -1 480[6] -1 8[16] -1 2672[10] -1 14[12] -1 8[1] -1 934[2] -1 96[8] -1 8[20] -1 2690[1] -1 18[3] -1 7434[5] -1 12[5] -1 2368[4] -1 21[2] -1 1212[4] -1 2589[10] -1 3[9] -1 8[2] -1 697[10] -1 2659[3] -1 -2  SUtility:368
684942[313] 685049[313] 716671[418] 851080[627] 851161[1254] 851163[627] 851234[941] -1 -2  SUtility:4493
850947[1046] 853420[2092] -1 -2  SUtility:3138
685705[1884] 853323[13509] -1 685705[1884] 853323[13509] -1 -2  SUtility:30786
848926[2245] -1 -2  SUtility:2245
829237[7224] 829242[5026] 829289[3769] -1 -2  SUtility:16019
696434[62622] -1 -2  SUtility:62622
852980[732] -1 -2  SUtility:732
714757[1882] -1 -2  SUtility:1882
692658[15704] 692722[2408] -1 -2  SUtility:18112
551285[2694] 551294[2694] -1 -2  SUtility:5388
 12715[21] -1 -2  SUtility:21
550968[5640] 577495[6900] 594734[3954] 839330[3762] 850985[2382] 853272[2256] -1 -2  SUtility:24894
857570[1360] -1 -2  SUtility:1360
838261[8377] -1 -2  SUtility:8377
821309[6282] -1 -2  SUtility:6282
837873[627] 853100[3348] 854491[1360] 864880[1046] -1 -2  SUtility:6381
502[5] -1 27[6] -1 21[2] -1 8[4] -1 7701[4] -1 18[2] -1 8[10] -1 7015[1] -1 5531[1] -1 2683[6] -1 17[6] -1 4011[36] -1 71[3] -1 1713[6] -1 122[1] -1 1356[4] -1 381[8] -1 8[6] -1 3002[2] -1 18[4] -1 8[3] -1 7935[1] -1 14[15] -1 71[12] -1 1713[12] -1 122[3] -1 403[6] -1 381[4] -1 8[5] -1 3002[8] -1 18[16] -1 8[2] -1 8360[4] -1 -2  SUtility:208
 11[9] -1 6[10] -1 3556[32] -1 423[10] -1 3557[90] -1 -2  SUtility:151
709634[889] -1 -2  SUtility:889
 12659[32] -1 12883[6] -1 -2  SUtility:38
847940[5235] -1 -2  SUtility:5235
 4[1] -1 2985[4] -1 6[50] -1 843[3] -1 726[6] -1 -2  SUtility:64
716512[1046] -1 -2  SUtility:1046
839952[6282] 851744[627] -1 -2  SUtility:6909
716671[449] 851575[418] -1 -2  SUtility:867
829085[8376] 829672[6282] -1 -2  SUtility:14658
2[20] -1 3[4] -1 10[14] -1 18[8] -1 23[50] -1 28[28] -1 34[40] -1 36[16] -1 39[15] -1 44[4] -1 52[3] -1 58[1] -1 59[3] -1 63[24] -1 72[4] -1 81[24] -1 85[16] -1 86[3] -1 91[21] -1 94[12] -1 102[30] -1 112[20] -1 118[12] -2 SUtility:372
853072[15603] -1 853072[15603] -1 -2  SUtility:31206
645237[3664] 853100[3348] 854840[1046] 855016[1046] -1 -2  SUtility:9104
853730[1570] 854065[1046] -1 853698[837] 853767[1046] 854060[1046] -1 -2  SUtility:5545
851757[2196] 853081[523] 854716[1046] 854722[627] -1 -2  SUtility:4392
564380[732] 851232[732] 851238[1881] 851290[837] -1 -2  SUtility:4182
510044[13509] -1 510044[13509] -1 -2  SUtility:27018
853094[4188] -1 853094[4188] -1 -2  SUtility:8376
686857[3768] -1 -2  SUtility:3768
 12783[21] -1 -2  SUtility:21
 12355[1] -1 48667[6] -1 48699[10] -1 48711[40] -1 -2  SUtility:57
 10315[3] -1 -2  SUtility:3
557041[523] 826801[523] 826816[1674] -1 -2  SUtility:2720
557236[2720] -1 -2  SUtility:2720
850291[690] 853460[1046] -1 -2  SUtility:1736
 12803[45] -1 12831[9] -1 -2  SUtility:54
512611[9424] 629264[7956] -1 -2  SUtility:17380
851750[627] 853132[1046] 853186[837] 853190[523] 853242[1254] 853852[939] 853994[627] 854148[1254] -1 851750[627] 853132[1046] 853186[837] 853190[523] 853242[1254] 853852[939] 853994[627] 854148[1254] -1 851750[627] 853132[1046] 853186[837] 853190[523] 853242[1254] 853852[939] 853994[627] 854148[1254] -1 -2  SUtility:21321
852980[732] 853077[3664] -1 -2  SUtility:4396
514295[5234] 700000[9424] 717511[2352] 862289[6282] -1 514295[5234] 700000[9424] 717511[2352] 862289[6282] -1 -2  SUtility:46584
710097[1360] -1 -2  SUtility:1360
1[20] -1 6[12] -1 11[60] -1 16[5] -1 24[12] -1 29[24] -1 34[40] -1 36[4] -1 39[9] -1 45[42] -1 52[10] -1 56[48] -1 61[50] -1 66[50] -1 69[4] -1 77[25] -1 85[8] -1 86[1] -1 90[4] -1 95[12] -1 101[6] -1 111[2] -1 114[9] -2 SUtility:457
854823[1046] -1 -2  SUtility:1046
853077[3664] -1 -2  SUtility:3664
 12795[2] -1 -2  SUtility:2
853707[2303] -1 -2  SUtility:2303
 12339[30] -1 12559[56] -1 35185[45] -1 -2  SUtility:131
850942[941] 853420[3138] 853422[418] -1 -2  SUtility:4497
678387[1046] 850743[1989] 853109[1465] 853111[1256] 853169[1046] -1 -2  SUtility:6802
1[14] -1 3[4] -1 9[3] -1 19[5] -1 23[50] -1 29[16] -1 34[50] -1 36[20] -1 39[15] -1 44[9] -1 53[16] -1 56[12] -1 60[10] -1 63[18] -1 67[24] -1 76[16] -1 85[2] -1 86[6] -1 90[5] -1 93[21] -1 101[2] -1 107[4] -1 113[6] -2 SUtility:328
826750[5235] -1 -2  SUtility:5235
853379[1565] 853417[1565] -1 -2  SUtility:3130
853700[837] 853702[523] 853767[2092] -1 -2  SUtility:3452
850630[3141] -1 850630[3141] -1 -2  SUtility:6282
853420[1046] -1 -2  SUtility:1046
854118[1465] -1 854118[1465] -1 -2  SUtility:2930
388[8] -1 697[6] -1 17[2] -1 52[5] -1 114[1] -1 436[1] -1 212[2] -1 19[1] -1 17[3] -1 2138[6] -1 71[8] -1 290[3] -1 876[2] -1 685[9] -1 265[3] -1 290[2] -1 5870[4] -1 527[5] -1 14[3] -1 3824[6] -1 4302[8] -1 -2  SUtility:88
853096[5235] -1 -2  SUtility:5235
850947[2092] -1 -2  SUtility:2092
851013[836] -1 -2  SUtility:836
859242[31311] -1 -2  SUtility:31311
 10295[25] -1 10311[8] -1 10315[8] -1 10327[12] -1 12463[25] -1 12483[6] -1 12683[40] -1 12695[18] -1 12703[3] -1 12871[3] -1 33425[40] -1 33429[63] -1 33449[6] -1 34885[16] -1 34893[5] -1 34897[10] -1 -2  SUtility:288
640015[3350] -1 -2  SUtility:3350
851135[2092] -1 -2  SUtility:2092
567331[1884] -1 -2  SUtility:1884
821290[12552] 826702[1674] -1 -2  SUtility:14226
710101[1674] -1 -2  SUtility:1674
696432[21886] -1 -2  SUtility:21886
510445[8377] 853113[732] -1 -2  SUtility:9109
835713[20839] -1 -2  SUtility:20839
697820[5235] -1 697820[5235] -1 -2  SUtility:10470
596435[39689] -1 -2  SUtility:39689
567215[941] 853855[1360] 854733[941] 854780[208] -1 -2  SUtility:3450
853096[5235] -1 -2  SUtility:5235
821290[2092] -1 -2  SUtility:2092
848849[1465] -1 -2  SUtility:1465
748338[3350] -1 -2  SUtility:3350
601462[28170] -1 -2  SUtility:28170
821410[627] 821412[732] 826589[837] 826610[732] 831033[2089] 834880[732] -1 -2  SUtility:5749
700992[7329] 712242[575] 717061[1674] 717427[2303] 774678[4397] 835537[152] -1 -2  SUtility:16430
829113[418] 853192[2093] -1 -2  SUtility:2511
 47699[42] -1 -2  SUtility:42
36[2] -1 21[6] -1 600[1] -1 17[10] -1 52[6] -1 1037[8] -1 3[3] -1 8[1] -1 193[3] -1 30[3] -1 17[8] -1 144[1] -1 96[8] -1 17[2] -1 8[3] -1 2672[9] -1 18[6] -1 174[3] -1 14[4] -1 632[3] -1 33[2] -1 3401[5] -1 2672[4] -1 18[9] -1 11[6] -1 29[1] -1 117[3] -1 19[4] -1 2379[10] -1 2276[4] -1 122[5] -1 2221[1] -1 -2  SUtility:144
 12703[6] -1 -2  SUtility:6
820252[6282] -1 545879[2617] -1 -2  SUtility:8899
 18691[3] -1 -2  SUtility:3
853713[837] -1 -2  SUtility:837
748336[1151] 854527[1046] -1 -2  SUtility:2197
509155[8793] -1 -2  SUtility:8793
510445[8377] 510460[2931] -1 -2  SUtility:11308
533707[2092] -1 -2  SUtility:2092
851155[3350] -1 -2  SUtility:3350
39[3] -1 64[6] -1 234[3] -1 30[1] -1 487[10] -1 290[10] -1 1275[3] -1 3[2] -1 2490[24] -1 2525[2] -1 -2  SUtility:64
 12695[12] -1 -2  SUtility:12
717003[3350] 832653[2617] -1 -2  SUtility:5967
 12559[42] -1 -2  SUtility:42
551607[627] -1 -2  SUtility:627
826610[732] 834877[732] 834880[732] -1 -2  SUtility:2196
854720[523] -1 -2  SUtility:523
 12371[30] -1 18527[36] -1 18707[30] -1 18723[6] -1 34913[42] -1 34917[4] -1 34921[3] -1 34925[6] -1 34929[20] -1 47949[12] -1 48575[12] -1 -2  SUtility:201
716984[5234] 716986[6072] -1 -2  SUtility:11306
854722[627] -1 -2  SUtility:627
685049[313] 716671[418] 716714[523] 839995[1254] 839997[4180] 851080[627] 851161[627] 851232[732] 851290[837] -1 -2  SUtility:9511
705757[4186] 854802[941] 855151[523] -1 -2  SUtility:5650
310[24] -1 234[4] -1 542[4] -1 63[4] -1 347[3] -1 23[1] -1 493[5] -1 71[30] -1 1702[5] -1 1056[3] -1 322[6] -1 50[9] -1 290[5] -1 3804[10] -1 21[2] -1 33[1] -1 4620[9] -1 4183[3] -1 90[5] -1 -2  SUtility:133
 12479[8] -1 12491[12] -1 12663[1] -1 48683[9] -1 -2  SUtility:30
 32221[14] -1 -2  SUtility:14
 12355[7] -1 12663[8] -1 12783[12] -1 18863[28] -1 -2  SUtility:55
848157[627] 850947[1046] 850949[6800] 853428[418] 853456[523] 853460[1046] -1 -2  SUtility:10460
 33449[18] -1 33469[3] -1 -2  SUtility:21
853420[2092] -1 -2  SUtility:2092
702843[31311] -1 702843[31311] -1 -2  SUtility:62622
712278[2303] -1 -2  SUtility:2303
554277[1151] -1 -2  SUtility:1151
571904[3141] -1 -2  SUtility:3141
 47277[9] -1 -2  SUtility:9
850945[732] 853420[2092] 853422[836] -1 -2  SUtility:3660
853096[5235] -1 -2  SUtility:5235
851742[1360] 853128[1674] -1 851742[1360] 853128[1674] -1 -2  SUtility:6068
556218[1989] 567215[941] 567329[837] 854264[837] 854268[941] -1 -2  SUtility:5545
851320[994] 851324[1360] -1 -2  SUtility:2354
820938[2092] -1 -2  SUtility:2092
712240[1150] 853083[1464] 854716[1046] -1 -2  SUtility:3660
 12621[27] -1 12783[6] -1 12787[15] -1 -2  SUtility:48
826705[2092] -1 -2  SUtility:2092
853100[3348] -1 854785[1464] 854787[1046] 854793[2720] 854800[2720] -1 -2  SUtility:11298
748304[2303] 753505[1151] 753507[575] -1 -2  SUtility:4029
698500[1569] 712833[3138] 714625[4921] -1 -2  SUtility:9628
838100[5759] -1 -2  SUtility:5759
 12827[10] -1 -2  SUtility:10
684513[10471] -1 -2  SUtility:10471
 10877[2] -1 12551[3] -1 -2  SUtility:5
587435[3559] -1 -2  SUtility:3559
850945[1464] 853420[2092] 853422[836] -1 850945[1464] 853420[2092] 853422[836] -1 -2  SUtility:8784
539845[26075] -1 -2  SUtility:26075
579288[3350] -1 -2  SUtility:3350
 18779[9] -1 -2  SUtility:9
850790[732] 851077[1046] 851748[1881] 853135[418] 853184[941] 853190[523] 853227[523] -1 -2  SUtility:6064
854352[1360] 854547[1360] -1 854352[1360] 854547[1360] -1 -2  SUtility:5440
510445[8377] -1 -2  SUtility:8377
821317[627] -1 -2  SUtility:627
548744[3141] 553936[6282] -1 -2  SUtility:9423
854767[523] 854823[1046] -1 -2  SUtility:1569
853323[13509] -1 853323[13509] -1 -2  SUtility:27018
859242[39584] -1 -2  SUtility:39584
853865[418] 854146[1360] -1 -2  SUtility:1778
587317[2511] 827009[1046] -1 -2  SUtility:3557
744775[837] -1 684108[2303] 717798[5235] 725532[1046] 800268[941] 820392[627] -1 -2  SUtility:10989
821401[732] 829321[732] 839386[837] 844021[780] -1 -2  SUtility:3081
821313[1883] 829310[4188] -1 -2  SUtility:6071
714755[941] 853102[1360] 854823[1046] -1 -2  SUtility:3347
849132[9947] -1 -2  SUtility:9947
850743[1989] 850756[1465] 850771[1989] -1 -2  SUtility:5443
 33469[21] -1 -2  SUtility:21
716645[418] 832312[102] 832439[102] 853852[313] 853994[627] 854264[837] 854268[941] 855655[58] 855657[58] 855661[58] -1 -2  SUtility:3514
821412[732] -1 601233[680] 826936[418] 826992[418] 829385[732] -1 -2  SUtility:2980
678387[1151] 850739[313] 851740[1360] -1 536187[3978] 553587[889] 845971[994] 854585[261] -1 -2  SUtility:8946
 33469[6] -1 -2  SUtility:6
853325[4188] -1 -2  SUtility:4188
848990[6700] -1 -2  SUtility:6700
821309[3141] 821341[16752] -1 -2  SUtility:19893
748338[3350] 753513[784] -1 -2  SUtility:4134
854298[732] 854489[1360] -1 -2  SUtility:2092
537170[1989] 560534[449] -1 694722[3664] -1 -2  SUtility:6102
601040[23555] 601042[15705] -1 601040[23555] 601042[15705] -1 -2  SUtility:78520
 269[70] -1 4[9] -1 -2  SUtility:79
834877[732] -1 834880[732] -1 -2  SUtility:1464
826608[939] 826627[523] 826715[732] -1 -2  SUtility:2194
 7[25] -1 -2  SUtility:25
821292[1254] 826705[2092] -1 821290[2092] -1 -2  SUtility:5438
846258[941] 850947[1046] 853420[2092] -1 -2  SUtility:4079
686864[1046] 686879[1046] 850752[1046] 854489[1360] 854770[837] -1 -2  SUtility:5335
853072[15603] -1 -2  SUtility:15603
853152[1046] -1 853330[627] 853707[2093] -1 -2  SUtility:3766
853364[837] 853366[523] -1 -2  SUtility:1360
853280[2617] 853722[418] -1 -2  SUtility:3035
 12655[32] -1 -2  SUtility:32
840378[10471] 853122[10471] -1 -2  SUtility:20942
550390[14556] -1 -2  SUtility:14556
 18863[36] -1 -2  SUtility:36
748293[3350] -1 -2  SUtility:3350
533755[1674] 706428[837] -1 -2  SUtility:2511
 10833[5] -1 10849[24] -1 -2  SUtility:29
853878[47019] -1 -2  SUtility:47019
829034[2092] -1 -2  SUtility:2092
 10295[45] -1 10307[16] -1 -2  SUtility:61
829008[1672] -1 -2  SUtility:1672
 10833[10] -1 10849[21] -1 10853[6] -1 10873[10] -1 -2  SUtility:47
556218[3978] -1 -2  SUtility:3978
574777[7329] -1 -2  SUtility:7329
820201[3350] -1 -2  SUtility:3350
854022[4188] -1 -2  SUtility:4188
540125[1570] 540127[627] 600989[6282] 602605[8375] -1 -2  SUtility:16854
851326[1046] -1 -2  SUtility:1046
853075[1256] -1 -2  SUtility:1256
854767[523] -1 -2  SUtility:523
 2326[16] -1 11[5] -1 4315[4] -1 218[9] -1 6[40] -1 1838[5] -1 1644[2] -1 694[48] -1 64[12] -1 3638[5] -1 135[72] -1 148[18] -1 428[25] -1 438[50] -1 448[5] -1 870[42] -1 790[2] -1 3972[40] -1 -2  SUtility:400
853122[10471] -1 -2  SUtility:10471
612751[627] -1 -2  SUtility:627
695392[2093] 853400[1046] -1 -2  SUtility:3139
821313[5649] -1 -2  SUtility:5649
850387[1674] -1 -2  SUtility:1674
709062[1884] 853325[8376] -1 709062[1884] 853325[8376] -1 -2  SUtility:20520
687475[2303] 854583[1256] -1 -2  SUtility:3559
851326[1046] 853090[4188] -1 -2  SUtility:5234
700000[9424] -1 -2  SUtility:9424
 12683[28] -1 12687[14] -1 -2  SUtility:42
718212[1046] 819412[680] 821341[4397] 845437[554] 851238[1254] -1 -2  SUtility:7931
 47949[3] -1 47953[1] -1 47957[45] -1 -2  SUtility:49
 12783[30] -1 -2  SUtility:30
684736[732] 820190[2093] 850315[941] -1 -2  SUtility:3766
849809[1108] 853454[3768] -1 -2  SUtility:4876
 12679[45] -1 33437[20] -1 34893[4] -1 -2  SUtility:69
850724[12462] -1 -2  SUtility:12462
1[4] -1 1[2] -1 1[15] -1 7220[3] -1 293[5] -1 7187[2] -1 7021[4] -1 8[5] -1 2345[2] -1 18[2] -1 117[8] -1 2621[2] -1 2775[4] -1 21[4] -1 930[5] -1 272[3] -1 8[10] -1 1526[5] -1 96[6] -1 75[3] -1 13[3] -1 18[6] -1 8[1] -1 8308[3] -1 18[1] -1 227[8] -1 3586[6] -1 14[3] -1 4496[3] -1 14[4] -1 4035[12] -1 350[6] -1 161[2] -1 8[5] -1 5734[10] -1 18[3] -1 8[3] -1 3814[3] -1 18[4] -1 332[2] -1 147[9] -1 52[4] -1 18[2] -1 123[1] -1 103[6] -1 5129[3] -1 8[3] -1 4152[8] -1 5926[3] -1 -2  SUtility:221
103[2] -1 74[2] -1 1197[2] -1 2365[1] -1 124[1] -1 39[4] -1 3590[1] -1 18[4] -1 8[6] -1 430[1] -1 470[20] -1 496[20] -1 14[3] -1 124[5] -1 377[2] -1 90[3] -1 21[2] -1 8[6] -1 1270[10] -1 3[2] -1 8[2] -1 690[12] -1 18[4] -1 2604[2] -1 14[15] -1 552[1] -1 14[9] -1 470[2] -1 -2  SUtility:144
716971[1779] -1 -2  SUtility:1779
820805[523] 829390[1360] -1 -2  SUtility:1883
853210[449] 853848[1360] 853852[313] 853994[627] 854358[1360] -1 851750[680] -1 -2  SUtility:4789
854080[1884] 854257[1046] -1 -2  SUtility:2930
819490[5235] -1 819490[5235] -1 -2  SUtility:10470
687642[1674] -1 -2  SUtility:1674
 12879[12] -1 -2  SUtility:12
595953[20839] -1 -2  SUtility:20839
848165[418] 851750[627] 853132[523] 853222[523] 853225[627] 853237[523] 853242[418] -1 -2  SUtility:3659
821380[1046] -1 -2  SUtility:1046
684513[10471] -1 -2  SUtility:10471
820441[627] -1 -2  SUtility:627
 18879[12] -1 -2  SUtility:12
559805[3141] -1 -2  SUtility:3141
575266[4711] 684331[1569] 820450[4188] -1 -2  SUtility:10468
853094[4188] 853105[1046] 853248[837] -1 852980[732] 853094[4188] 853105[1046] 853248[837] -1 -2  SUtility:12874
846378[7643] -1 -2  SUtility:7643
 12723[42] -1 12727[12] -1 -2  SUtility:54
859240[33406] -1 -2  SUtility:33406
 10343[25] -1 12355[2] -1 -2  SUtility:27
 11[1] -1 6[20] -1 307[2] -1 916[2] -1 -2  SUtility:25
684513[10471] -1 -2  SUtility:10471
510738[10471] -1 510738[10471] -1 510738[10471] -1 -2  SUtility:31413
854853[2093] -1 -2  SUtility:2093
854300[732] -1 -2  SUtility:732
537967[14556] -1 -2  SUtility:14556
